,Provincia,Partido,Localidad,Hasta 30 mbps,de_30_a_50_mbps,de_50_a_80_mbps,de_80_a_100_mbps
706,Buenos aires,Villarino,Mayor Buratovich,573.0,11.0,0.0,0.0
707,Buenos aires,Villarino,Médanos,899.0,0.0,0.0,0.0
708,Buenos aires,Villarino,Pedro Luro,1546.0,145.0,0.0,0.0
709,Buenos aires,Villarino,Teniente Origone,174.0,0.0,0.0,0.0
710,Buenos aires,Zárate,Lima,728.11,0.0,0.0,0.0
711,Buenos aires,Zárate,Zárate,3369.506,7.546,705.732,7.11
712,Caba,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2039.441,522.025,141.33100000000002,490.536
713,Caba,OTROS,Otros,1.0,0.0,0.0,0.0
714,Catamarca,Ambato,El Bolsón,1.0,0.0,0.0,0.0
715,Catamarca,Ambato,El Rodeo,106.0,0.0,0.0,0.0
716,Catamarca,Ambato,La Puerta,5.0,0.0,0.0,0.0
717,Catamarca,Ambato,Las Chacritas,1.0,0.0,0.0,0.0
718,Catamarca,Ambato,Los Talas,66.0,0.0,0.0,0.0
719,Catamarca,Ambato,Los Varela,1.0,0.0,0.0,0.0
720,Catamarca,Ancasti,Ancasti,1.0,0.0,0.0,0.0
721,Catamarca,Andalgalá,Aconquija,1.0,0.0,0.0,0.0
722,Catamarca,Andalgalá,Andalgalá,1196.0,0.0,0.0,0.0
723,Catamarca,Andalgalá,Chaquiago,24.0,0.0,0.0,0.0
724,Catamarca,Andalgalá,El Alamito,20.0,0.0,0.0,0.0
725,Catamarca,Andalgalá,El Potrero,13.0,0.0,0.0,0.0
726,Catamarca,Andalgalá,La Aguada,16.0,0.0,0.0,0.0
727,Catamarca,Andalgalá,La Mesada,9.0,0.0,0.0,0.0
728,Catamarca,Antofagasta de la Sierra,Antofagasta de la Sierra,0.0,0.0,0.0,0.0
729,Catamarca,Belén,Belén,3.0,0.0,0.0,0.0
730,Catamarca,Belén,El Durazno,0.0,0.0,0.0,0.0
731,Catamarca,Belén,Hualfín,1.0,0.0,0.0,0.0
732,Catamarca,Belén,Las Juntas,5.0,0.0,0.0,0.0
733,Catamarca,Belén,Londres,1.0,0.0,0.0,0.0
734,Catamarca,Belén,Puerta de San José,0.0,0.0,0.0,0.0
735,Catamarca,Capayán,Capayán,1.0,0.0,0.0,0.0
736,Catamarca,Capayán,Chumbicha,582.0,0.0,0.0,0.0
737,Catamarca,Capayán,Colonia del Valle,1.0,0.0,0.0,0.0
738,Catamarca,Capayán,Colonia Nueva Coneta,10.0,0.0,0.0,0.0
739,Catamarca,Capayán,Coneta,11.0,0.0,0.0,0.0
740,Catamarca,Capayán,Huillapima,6.0,0.0,0.0,0.0
741,Catamarca,Capayán,Los Angeles,5.0,0.0,0.0,0.0
742,Catamarca,Capayán,Miraflores,9.0,0.0,0.0,0.0
743,Catamarca,Capayán,San Martín,7.0,0.0,0.0,0.0
744,Catamarca,Capital,El Pantanillo,13.0,0.0,0.0,4.0
745,Catamarca,Capital,San Fernando del Valle de Catamarca,2285.419,29.641,0.0,14.273
746,Catamarca,El Alto,El Alto,29.0,0.0,0.0,0.0
747,Catamarca,El Alto,Tapso,1.0,0.0,0.0,0.0
748,Catamarca,Fray Mamerto Esquiú,El Hueco,0.0,11.0,0.0,6.0
749,Catamarca,Fray Mamerto Esquiú,La Carrera,1.0,0.0,0.0,0.0
750,Catamarca,Fray Mamerto Esquiú,La Falda De San Antonio,5.0,0.0,0.0,0.0
751,Catamarca,Fray Mamerto Esquiú,La Tercena,5.0,0.0,0.0,0.0
752,Catamarca,Fray Mamerto Esquiú,San Antonio,0.0,2.0,0.0,2.0
753,Catamarca,Fray Mamerto Esquiú,San José,0.0,1.0,0.0,0.0
754,Catamarca,Fray Mamerto Esquiú,Villa Las Pirquitas,1.0,0.0,0.0,0.0
755,Catamarca,La Paz,Icaño,1.0,0.0,0.0,0.0
756,Catamarca,La Paz,Quirós,27.0,0.0,0.0,0.0
757,Catamarca,La Paz,Recreo,191.0,268.0,0.0,1.295
758,Catamarca,La Paz,San Antonio,26.0,0.0,0.0,0.0
759,Catamarca,Paclín,La Merced,81.0,0.0,0.0,0.0
760,Catamarca,Paclín,La Viña,10.0,0.0,0.0,0.0
761,Catamarca,Paclín,Las Lajas,1.0,0.0,0.0,0.0
762,Catamarca,Paclín,San Antonio,8.0,0.0,0.0,0.0
763,Catamarca,Pomán,Colpes,16.0,0.0,0.0,0.0
764,Catamarca,Pomán,Mutquin,1.0,0.0,0.0,0.0
765,Catamarca,Pomán,Pomán,2.0,0.0,0.0,0.0
766,Catamarca,Pomán,San Miguel,0.0,0.0,0.0,0.0
767,Catamarca,Pomán,Saujil,1.0,0.0,0.0,0.0
768,Catamarca,Pomán,Siján,1.0,0.0,0.0,0.0
769,Catamarca,Santa María,La Loma,1.0,0.0,0.0,0.0
770,Catamarca,Santa María,San José,1.0,0.0,0.0,0.0
771,Catamarca,Santa María,Santa María,1.0,0.0,0.0,0.0
772,Catamarca,Santa Rosa,Alijilán,2.0,0.0,0.0,0.0
773,Catamarca,Santa Rosa,Bañado de Ovanta,1.0,0.0,0.0,0.0
774,Catamarca,Santa Rosa,Lavalle,1.0,0.0,0.0,0.0
775,Catamarca,Santa Rosa,Los Altos,7.0,0.0,0.0,0.0
776,Catamarca,Tinogasta,Fiambalá,9.0,0.0,0.0,0.0
777,Catamarca,Tinogasta,Tinogasta,1030.202,0.0,0.0,0.0
778,Catamarca,Valle Viejo,El Bañado,0.0,2.0,0.0,1.0
779,Catamarca,Valle Viejo,El Portezuelo,6.0,0.0,0.0,0.0
780,Catamarca,Valle Viejo,Polcos,0.0,107.0,0.0,47.0
781,Catamarca,Valle Viejo,Pozo Del Mistol,0.0,15.0,0.0,2.0
782,Catamarca,Valle Viejo,San Isidro,389.0,1.142,0.0,629.0
783,Catamarca,Valle Viejo,Santa Rosa,5.0,353.0,0.0,175.0
784,Catamarca,Valle Viejo,Sumalao,5.0,1.0,0.0,0.0
785,Catamarca,Valle Viejo,Villa Dolores,5.0,54.0,0.0,24.0
786,Chaco,12 de Octubre,Gancedo,88.0,0.0,0.0,0.0
787,Chaco,12 de Octubre,General Capdevila,18.0,0.0,0.0,0.0
788,Chaco,12 de Octubre,General Pinedo,644.0,4.0,0.0,0.0
789,Chaco,1º de Mayo,Colonia Benítez,164.0,0.0,0.0,0.0
790,Chaco,1º de Mayo,Margarita Belén,639.0,0.0,0.0,0.0
791,Chaco,2 de Abril,Hermoso Campo,175.0,0.0,0.0,0.0
792,Chaco,2 de Abril,Itín,506.0,0.0,0.0,0.0
793,Chaco,25 de Mayo,Colonia Aborigen,46.0,0.0,0.0,0.0
794,Chaco,25 de Mayo,Machagai,975.0,0.0,0.0,0.0
795,Chaco,9 de Julio,Las Breñas,1354.0,2.0,0.0,0.0
796,Chaco,Almirante Brown,Concepción del Bermejo,600.0,0.0,0.0,0.0
797,Chaco,Almirante Brown,Los Frentones,343.0,0.0,0.0,0.0
798,Chaco,Almirante Brown,Pampa del Infierno,217.208,0.0,0.0,0.0
799,Chaco,Almirante Brown,Taco Pozo,341.0,0.0,0.0,0.0
800,Chaco,Bermejo,General Vedia,389.0,0.0,0.0,0.0
801,Chaco,Bermejo,Isla del Cerrito,1.0,0.0,0.0,0.0
802,Chaco,Bermejo,La Leonesa,784.0,0.0,0.0,0.0
803,Chaco,Bermejo,Las Palmas,324.0,0.0,0.0,0.0
804,Chaco,Bermejo,Puerto Bermejo Nuevo,61.0,0.0,0.0,0.0
805,Chaco,Bermejo,Puerto Eva Perón,55.0,0.0,0.0,0.0
806,Chaco,Chacabuco,Charata,1080.136,10.0,0.0,0.0
807,Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,2074.505,3.884,0.0,2.968
808,Chaco,Fray Justo Santa María de Oro,Chorotis,0.0,0.0,0.0,0.0
809,Chaco,Fray Justo Santa María de Oro,Otros,0.0,0.0,0.0,0.0
810,Chaco,Fray Justo Santa María de Oro,Santa Sylvina,33.0,0.0,0.0,0.0
811,Chaco,General Belgrano,Corzuela,198.0,0.0,0.0,0.0
812,Chaco,General Donovan,La Escondida,444.0,1.0,0.0,0.0
813,Chaco,General Donovan,La Verde,368.0,1.0,0.0,0.0
814,Chaco,General Donovan,Lapachito,81.0,1.0,0.0,0.0
815,Chaco,General Donovan,Makallé,409.0,0.0,0.0,0.0
816,Chaco,General Güemes,El Espinillo,1.0,0.0,0.0,0.0
817,Chaco,General Güemes,El Sauzal,62.0,0.0,0.0,0.0
818,Chaco,General Güemes,El Sauzalito,1.0,0.0,0.0,0.0
819,Chaco,General Güemes,Fortín Lavalle,36.0,0.0,0.0,0.0
820,Chaco,General Güemes,Fuerte Esperanza,3.0,0.0,0.0,0.0
821,Chaco,General Güemes,Juan José Castelli,1529.0,0.0,0.0,0.0
822,Chaco,General Güemes,Miraflores,623.0,3.0,0.0,0.0
823,Chaco,General Güemes,Nueva Pompeya,313.0,0.0,0.0,0.0
824,Chaco,General Güemes,Villa Río Bermejito,380.0,0.0,0.0,0.0
825,Chaco,General Güemes,Wichi,91.0,0.0,0.0,0.0
826,Chaco,Independencia,Avia Terai,98.0,0.0,0.0,0.0
827,Chaco,Independencia,Campo Largo,138.0,0.0,0.0,450.0
828,Chaco,Libertad,Laguna Blanca,2.0,0.0,0.0,0.0
829,Chaco,Libertad,Puerto Tirol,781.0,0.0,0.0,0.0
830,Chaco,Libertador General San Martín,Ciervo Petiso,98.0,0.0,0.0,0.0
831,Chaco,Libertador General San Martín,General José de San Martín,1003.0,1.764,0.0,62.0
832,Chaco,Libertador General San Martín,La Eduvigis,1.0,0.0,0.0,0.0
833,Chaco,Libertador General San Martín,Laguna Limpia,32.0,0.0,0.0,0.0
834,Chaco,Libertador General San Martín,Pampa Almirón,66.0,0.0,0.0,0.0
835,Chaco,Libertador General San Martín,Pampa del Indio,784.0,0.0,0.0,0.0
836,Chaco,Libertador General San Martín,Presidencia Roca,210.0,0.0,0.0,0.0
837,Chaco,Maipú,Tres Isletas,538.0,0.0,0.0,0.0
838,Chaco,Mayor Luis J. Fontana,Coronel Du Graty,448.0,0.0,0.0,0.0
839,Chaco,Mayor Luis J. Fontana,Enrique Urién,9.0,0.0,0.0,0.0
840,Chaco,Mayor Luis J. Fontana,Villa Angela,2073.788,7.0,0.0,0.0
841,Chaco,O Higgins,La Clotilde,76.0,0.0,0.0,0.0
842,Chaco,O Higgins,La Tigra,2.0,0.0,0.0,0.0
843,Chaco,O Higgins,San Bernardo,162.0,0.0,0.0,0.0
844,Chaco,OTROS,Otros,0.0,0.0,0.0,0.0
845,Chaco,Presidencia de la Plaza,Presidencia de la Plaza,563.0,0.0,0.0,0.0
846,Chaco,Quitilipi,Quitilipi,1033.0,0.0,0.0,0.0
847,Chaco,Quitilipi,Villa El Palmar,69.0,0.0,0.0,0.0
848,Chaco,San Fernando,Barranqueras,398.0,1.821,0.0,1.668
849,Chaco,San Fernando,Basail,221.0,0.0,0.0,0.0
850,Chaco,San Fernando,Fontana,152.0,0.0,0.0,0.0
851,Chaco,San Fernando,Otros,3.0,0.0,0.0,0.0
852,Chaco,San Fernando,Puerto Vilelas,2.0,0.0,0.0,0.0
853,Chaco,San Fernando,Resistencia,3794.594,40.112,0.0,24.051
854,Chaco,San Lorenzo,Samuhú,1.0,0.0,0.0,0.0
855,Chaco,San Lorenzo,Villa Berthet,786.0,2.0,0.0,0.0
856,Chaco,Sargento Cabral,Capitán Solari,41.0,0.0,0.0,0.0
857,Chaco,Sargento Cabral,Colonia Elisa,2.0,0.0,0.0,0.0
858,Chaco,Sargento Cabral,Colonias Unidas,265.0,0.0,0.0,0.0
859,Chaco,Sargento Cabral,Las Garcitas,120.0,0.0,0.0,0.0
860,Chaco,Tapenagá,Charadai,18.0,0.0,0.0,0.0
861,Chubut,Biedma,Arroyo Verde,1.0,0.0,0.0,0.0
862,Chubut,Biedma,Puerto Madryn,854.7460000000001,6.215,0.0,268.0
863,Chubut,Biedma,Puerto Pirámide,38.0,0.0,0.0,0.0
864,Chubut,Biedma,Quinta El Mirador,22.0,0.0,0.0,0.0
865,Chubut,Biedma,Reserva Area Protegida El Doradillo,127.0,0.0,0.0,0.0
866,Chubut,Cushamen,Cholila,1.0,0.0,0.0,0.0
867,Chubut,Cushamen,El Hoyo,1238.0,6.0,0.0,0.0
868,Chubut,Cushamen,El Maitén,0.0,1.0,0.0,0.0
869,Chubut,Cushamen,Epuyén,1.184,0.0,0.0,0.0
870,Chubut,Cushamen,Gualjaina,2.0,0.0,0.0,0.0
871,Chubut,Cushamen,Lago Puelo,1002.0,1.0,0.0,0.0
872,Chubut,Cushamen,Leleque,1.0,0.0,0.0,0.0
873,Chubut,Escalante,Acceso Norte,0.0,0.0,0.0,0.0
874,Chubut,Escalante,Barrio Caleta Cordova,0.0,0.0,0.0,0.0
875,Chubut,Escalante,Comodoro Rivadavia,3873.7980000000002,2.16,0.0,29.0
876,Chubut,Escalante,Diadema Argentina,183.0,0.0,0.0,0.0
877,Chubut,Escalante,Rada Tilly,1597.095,0.0,0.0,0.0
878,Chubut,Florentino Ameghino,Camarones,209.0,0.0,0.0,0.0
879,Chubut,Florentino Ameghino,Garayalde,2.0,0.0,0.0,0.0
880,Chubut,Futaleufú,Aldea Escolar,0.0,0.0,0.0,0.0
881,Chubut,Futaleufú,Corcovado,2.0,0.0,0.0,0.0
882,Chubut,Futaleufú,Esquel,393.274,0.0,0.0,0.0
883,Chubut,Futaleufú,Lago Rosario,0.0,0.0,0.0,0.0
884,Chubut,Futaleufú,Los Cipreses,0.0,0.0,0.0,0.0
885,Chubut,Futaleufú,Trevelín,1031.0,0.0,0.0,0.0
886,Chubut,Futaleufú,Villa Futalaufquen,0.0,0.0,0.0,0.0
887,Chubut,Gaiman,28 de Julio,14.0,0.0,0.0,0.0
888,Chubut,Gaiman,Dolavon,56.0,0.0,0.0,0.0
889,Chubut,Gaiman,Gaiman,630.0,100.0,0.0,3.0
890,Chubut,Gaiman,Otros,14.0,0.0,0.0,0.0
891,Chubut,Gastre,Blancuntre,1.0,0.0,0.0,0.0
892,Chubut,Gastre,El Escorial,1.0,0.0,0.0,0.0
893,Chubut,Gastre,Gastre,103.0,0.0,0.0,0.0
894,Chubut,Gastre,Lagunita Salada,8.0,0.0,0.0,0.0
895,Chubut,Gastre,Yala Laubat,1.0,0.0,0.0,0.0
896,Chubut,Languiñeo,Aldea Epulef,6.0,0.0,0.0,0.0
897,Chubut,Languiñeo,Carrenleufú,1.0,0.0,0.0,0.0
898,Chubut,Languiñeo,Colan Conhue,5.0,0.0,0.0,0.0
899,Chubut,Languiñeo,Paso del Sapo,31.0,0.0,0.0,0.0
900,Chubut,Languiñeo,Tecka,1.0,0.0,0.0,0.0
901,Chubut,Mártires,El Mirasol,1.0,0.0,0.0,0.0
902,Chubut,Mártires,Las Plumas,1.0,0.0,0.0,0.0
903,Chubut,OTROS,Otros,0.0,0.0,0.0,0.0
904,Chubut,Paso de Indios,Cerro Cóndor,1.0,0.0,0.0,0.0
905,Chubut,Paso de Indios,Los Altares,1.0,0.0,0.0,0.0
906,Chubut,Paso de Indios,Paso de Indios,1.0,0.0,0.0,0.0
907,Chubut,Rawson,Playa Magagna,105.7,0.0,0.0,0.0
908,Chubut,Rawson,Playa Unión,1222.0,90.0,0.0,0.0
909,Chubut,Rawson,Rawson,1992.911,1.987,0.0,0.0
910,Chubut,Rawson,Trelew,1789.009,7.551,0.0,125.0
911,Chubut,Río Senguer,Aldea Apeleg,2.0,0.0,0.0,0.0
912,Chubut,Río Senguer,Aldea Beleiro,1.0,0.0,0.0,0.0
913,Chubut,Río Senguer,Alto Río Senguer,3.0,0.0,0.0,0.0
914,Chubut,Río Senguer,Doctor Ricardo Rojas,1.0,0.0,0.0,0.0
915,Chubut,Río Senguer,Facundo,41.0,0.0,0.0,0.0
916,Chubut,Río Senguer,Lago Blanco,1.0,0.0,0.0,0.0
917,Chubut,Río Senguer,Río Mayo,181.0,0.0,0.0,0.0
918,Chubut,Sarmiento,Buen Pasto,1.0,0.0,0.0,0.0
919,Chubut,Sarmiento,Sarmiento,1588.524,1.0,0.0,0.0
920,Chubut,Tehuelches,José de San Martín,1.0,0.0,0.0,0.0
921,Chubut,Tehuelches,Río Pico,1.0,0.0,0.0,0.0
922,Chubut,Telsen,Gan Gan,13.0,0.0,0.0,0.0
923,Chubut,Telsen,Telsen,48.0,8.0,0.0,0.0
924,Cordoba,Calamuchita,Amboy,10.0,0.0,0.0,0.0
925,Cordoba,Calamuchita,Cañada del Sauce,1.0,0.0,0.0,0.0
926,Cordoba,Calamuchita,Capilla Vieja,5.0,0.0,0.0,0.0
927,Cordoba,Calamuchita,El Corcovado - El Torreón,3.0,0.0,0.0,0.0
928,Cordoba,Calamuchita,Embalse,2877.0,76.0,0.0,0.0
929,Cordoba,Calamuchita,La Cruz,354.0,0.0,0.0,0.0
930,Cordoba,Calamuchita,La Cumbrecita,250.0,0.0,0.0,0.0
931,Cordoba,Calamuchita,Las Bajadas,23.0,0.0,0.0,0.0
932,Cordoba,Calamuchita,Las Caleras,7.0,0.0,0.0,0.0
933,Cordoba,Calamuchita,Los Cóndores,931.0,0.0,0.0,0.0
934,Cordoba,Calamuchita,Los Molinos,43.0,0.0,0.0,0.0
935,Cordoba,Calamuchita,Los Reartes,667.0,46.0,0.0,0.0
936,Cordoba,Calamuchita,Parque Calmayo,42.0,0.0,0.0,0.0
937,Cordoba,Calamuchita,Río de los Sauces,1.0,0.0,0.0,0.0
938,Cordoba,Calamuchita,San Agustín,116.0,0.0,0.0,0.0
939,Cordoba,Calamuchita,San Ignacio (Loteo San Javier),2.0,0.0,0.0,0.0
940,Cordoba,Calamuchita,Santa Rosa de Calamuchita,232.09199999999998,3.0,0.0,1.0
941,Cordoba,Calamuchita,Segunda Usina,61.0,0.0,0.0,0.0
942,Cordoba,Calamuchita,Villa Alpina,2.0,0.0,0.0,0.0
943,Cordoba,Calamuchita,Villa Amancay,16.0,0.0,0.0,0.0
944,Cordoba,Calamuchita,Villa Berna,37.0,0.0,0.0,0.0
945,Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes,395.0,0.0,0.0,0.0
946,Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),219.0,0.0,0.0,0.0
947,Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),8.0,0.0,0.0,0.0
948,Cordoba,Calamuchita,Villa del Dique,1803.0,2.0,0.0,0.0
949,Cordoba,Calamuchita,Villa General Belgrano,1159.0,1.0,0.0,0.0
950,Cordoba,Calamuchita,Villa Quillinzo,84.0,0.0,0.0,0.0
951,Cordoba,Calamuchita,Villa Rumipal,1411.0,1.0,0.0,0.0
952,Cordoba,Calamuchita,Villa San Miguel,8.0,0.0,0.0,0.0
953,Cordoba,Calamuchita,Villa Yacanto,7.0,0.0,0.0,0.0
954,Cordoba,Capital,Córdoba,920.974,241.007,4.0,148.775
955,Cordoba,Colón,Agua de Oro,500.0,0.0,0.0,0.0
956,Cordoba,Colón,Ascochinga,125.0,0.0,0.0,0.0
957,Cordoba,Colón,Colonia Caroya,1213.0,5.383,5.0,1.013
958,Cordoba,Colón,Dumesnil,34.0,0.0,0.0,0.0
959,Cordoba,Colón,El Manzano,144.0,1.0,0.0,0.0
960,Cordoba,Colón,General Paz,167.0,0.0,0.0,0.0
961,Cordoba,Colón,Jesús María,1549.0,7.37,6.0,2.493
962,Cordoba,Colón,La Calera,1693.243,2.949,0.0,3.423
963,Cordoba,Colón,La Granja,464.0,0.0,0.0,0.0
964,Cordoba,Colón,Los Molles,2.0,0.0,0.0,0.0
965,Cordoba,Colón,Malvinas Argentinas,1641.0,0.0,0.0,0.0
966,Cordoba,Colón,Mendiolaza,1679.0,967.0,32.0,1.149
967,Cordoba,Colón,Mi Granja,2.0,0.0,0.0,0.0
968,Cordoba,Colón,Otros,16.0,0.0,0.0,0.0
969,Cordoba,Colón,Pajas Blancas,18.0,0.0,0.0,0.0
970,Cordoba,Colón,Río Ceballos,1420.0,2.991,0.0,2.171
971,Cordoba,Colón,Saldán,1633.0,996.0,142.0,907.0
972,Cordoba,Colón,Salsipuedes,1492.0,226.0,0.0,198.0
973,Cordoba,Colón,Unquillo,1145.478,466.0,41.0,388.0
974,Cordoba,Colón,Villa Allende,1643.0,57.376,15.0,2.947
975,Cordoba,Colón,Villa Cerro Azul,95.0,0.0,0.0,0.0
976,Cordoba,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,389.0,0.0,0.0,0.0
977,Cordoba,Colón,Villa Los Llanos - Juárez Celman,1346.0,14.0,0.0,0.0
978,Cordoba,Cruz del Eje,Alto de los Quebrachos,18.0,0.0,0.0,0.0
979,Cordoba,Cruz del Eje,Bañado de Soto,43.0,0.0,0.0,0.0
980,Cordoba,Cruz del Eje,Cruz de Caña,10.0,0.0,0.0,0.0
981,Cordoba,Cruz del Eje,Cruz del Eje,1314.541,2.439,0.0,567.0
982,Cordoba,Cruz del Eje,El Brete,197.0,0.0,0.0,0.0
983,Cordoba,Cruz del Eje,Guanaco Muerto,36.0,0.0,0.0,0.0
984,Cordoba,Cruz del Eje,La Banda,1.0,0.0,0.0,0.0
985,Cordoba,Cruz del Eje,La Batea,1.0,0.0,0.0,0.0
986,Cordoba,Cruz del Eje,La Higuera,50.0,0.0,0.0,0.0
987,Cordoba,Cruz del Eje,Las Playas,106.0,0.0,0.0,0.0
988,Cordoba,Cruz del Eje,Los Chañaritos,13.0,0.0,0.0,0.0
989,Cordoba,Cruz del Eje,Media Naranja,115.0,0.0,0.0,0.0
990,Cordoba,Cruz del Eje,Paso Viejo,177.0,0.0,0.0,0.0
991,Cordoba,Cruz del Eje,San Marcos Sierra,703.0,0.0,0.0,0.0
992,Cordoba,Cruz del Eje,Serrezuela,300.0,0.0,0.0,0.0
993,Cordoba,Cruz del Eje,Tuclame,74.0,0.0,0.0,0.0
994,Cordoba,Cruz del Eje,Villa de Soto,620.3820000000001,0.0,0.0,0.0
995,Cordoba,General Roca,Del Campillo,1051.0,0.0,0.0,0.0
996,Cordoba,General Roca,Hipólito Bouchard,1.0,0.0,0.0,0.0
997,Cordoba,General Roca,Huinca Renancó,625.34,0.0,0.0,0.0
998,Cordoba,General Roca,ITALÓ,0.0,0.0,0.0,0.0
999,Cordoba,General Roca,PINCÉN,0.0,0.0,0.0,0.0
1000,Cordoba,General Roca,Santa Magdalena (Est. Jovita),266.653,0.0,0.0,0.0
1001,Cordoba,General Roca,Villa Huidobro,684.2080000000001,0.0,0.0,0.0
1002,Cordoba,General Roca,Villa Valeria,849.0,0.0,0.0,0.0
1003,Cordoba,General San Martín,Arroyo Algodón,0.0,0.0,0.0,0.0
1004,Cordoba,General San Martín,Arroyo Cabral,674.0,0.0,0.0,0.0
1005,Cordoba,General San Martín,Ausonia,0.0,0.0,0.0,0.0
1006,Cordoba,General San Martín,Chazón,388.0,0.0,0.0,0.0
1007,Cordoba,General San Martín,Etruria,51.0,0.0,0.0,0.0
1008,Cordoba,General San Martín,La Laguna,524.0,0.0,0.0,0.0
1009,Cordoba,General San Martín,La Playosa,720.0,0.0,0.0,0.0
1010,Cordoba,General San Martín,Pasco,0.0,0.0,0.0,0.0
1011,Cordoba,General San Martín,Silvio Pellico,215.0,0.0,0.0,0.0
1012,Cordoba,General San Martín,Ticino,664.0,0.0,0.0,0.0
1013,Cordoba,General San Martín,Tío Pujio,617.0,0.0,0.0,0.0
1014,Cordoba,General San Martín,Villa María,3548.0,17.999,0.0,4.651
1015,Cordoba,General San Martín,Villa Nueva,1371.0,1.369,0.0,753.0
1016,Cordoba,Ischilín,Chuña,104.0,0.0,0.0,0.0
1017,Cordoba,Ischilín,Copacabana,12.0,0.0,0.0,0.0
1018,Cordoba,Ischilín,Deán Funes,1091.0349999999999,31.0,0.0,0.0
1019,Cordoba,Ischilín,Esquina del Alambre,2.0,0.0,0.0,0.0
1020,Cordoba,Ischilín,Los Chañaritos,100.0,0.0,0.0,0.0
1021,Cordoba,Ischilín,Olivares de San Nicolás,43.0,0.0,0.0,0.0
1022,Cordoba,Ischilín,Quilino,299.0,0.0,0.0,0.0
1023,Cordoba,Ischilín,Villa Quilino,36.0,0.0,0.0,0.0
1024,Cordoba,Juárez Celman,Alejandro Roca (Est. Alejandro),674.0,0.0,0.0,0.0
1025,Cordoba,Juárez Celman,Bengolea,269.0,0.0,0.0,0.0
1026,Cordoba,Juárez Celman,Carnerillo,857.0,23.0,0.0,0.0
1027,Cordoba,Juárez Celman,Charras,13.0,0.0,0.0,0.0
1028,Cordoba,Juárez Celman,General Cabrera,986.0,0.0,0.0,0.0
1029,Cordoba,Juárez Celman,General Deheza,1139.466,6.0,80.0,6.0
1030,Cordoba,Juárez Celman,Huanchillas,1.0,0.0,0.0,0.0
1031,Cordoba,Juárez Celman,La Carlota,986.0,0.0,0.0,0.0
1032,Cordoba,Juárez Celman,Los Cisnes,167.0,0.0,0.0,0.0
1033,Cordoba,Juárez Celman,Olaeta,65.0,0.0,0.0,0.0
1034,Cordoba,Juárez Celman,Santa Eufemia,634.0,0.0,0.0,0.0
1035,Cordoba,Juárez Celman,Ucacha,144.80599999999998,0.0,0.0,0.0
1036,Cordoba,Juárez Celman,Villa Reducción,232.0,0.0,0.0,0.0
1037,Cordoba,Marcos Juárez,Alejo Ledesma,82.0,0.0,0.0,0.0
1038,Cordoba,Marcos Juárez,Arias,493.0,0.0,0.0,0.0
1039,Cordoba,Marcos Juárez,Camilo Aldao,1156.0,0.0,0.0,0.0
1040,Cordoba,Marcos Juárez,Capitán General Bernardo O'Higgins,171.0,0.0,0.0,0.0
1041,Cordoba,Marcos Juárez,Cavanagh,322.0,0.0,0.0,0.0
1042,Cordoba,Marcos Juárez,Colonia Italiana,199.0,0.0,0.0,0.0
1043,Cordoba,Marcos Juárez,Corral de Bustos,502.691,21.0,0.0,2.0
1044,Cordoba,Marcos Juárez,Cruz Alta,670.0,0.0,0.0,0.0
1045,Cordoba,Marcos Juárez,General Baldissera,452.0,0.0,0.0,0.0
1046,Cordoba,Marcos Juárez,General Roca,96.03,6.0,0.0,0.0
1047,Cordoba,Marcos Juárez,Guatimozín,799.0,0.0,0.0,0.0
1048,Cordoba,Marcos Juárez,Inriville,322.0,0.0,0.0,0.0
1049,Cordoba,Marcos Juárez,Isla Verde,1027.0,0.0,0.0,0.0
1050,Cordoba,Marcos Juárez,Leones,393.0,1.932,0.0,386.0
1051,Cordoba,Marcos Juárez,Los Surgentes,765.0,0.0,0.0,0.0
1052,Cordoba,Marcos Juárez,Marcos Juárez,1391.243,4.678,0.0,1.21
1053,Cordoba,Marcos Juárez,Monte Buey,1.563,0.0,0.0,0.0
1054,Cordoba,Marcos Juárez,Saira,234.0,0.0,0.0,0.0
1055,Cordoba,Marcos Juárez,Villa Elisa,1029.0,0.0,0.0,0.0
1056,Cordoba,Minas,Ciénaga del Coro,89.0,0.0,0.0,0.0
1057,Cordoba,Minas,El Chacho,26.0,0.0,0.0,0.0
1058,Cordoba,Minas,Estancia de Guadalupe,35.0,0.0,0.0,0.0
1059,Cordoba,Minas,La Playa,53.0,0.0,0.0,0.0
1060,Cordoba,Minas,San Carlos Minas,496.0,0.0,0.0,0.0
1061,Cordoba,Minas,Tosno,29.0,0.0,0.0,0.0
1062,Cordoba,OTROS,Otros,273.0,0.0,0.0,0.0
1063,Cordoba,Pocho,Chancani,97.0,0.0,0.0,0.0
1064,Cordoba,Pocho,Las Palmas,9.0,0.0,0.0,0.0
1065,Cordoba,Pocho,Los Talares,39.0,0.0,0.0,0.0
1066,Cordoba,Pocho,Salsacate,467.0,0.0,0.0,0.0
